account_id,account_name,tier,tier_reason,scope_status,routed_to,industry,revenue_musd,parent_company,city,zip,membership_status,last_reviewed
001a7000015oikEAAQ,The Westin St. Francis in San Francisco,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,The Westin St. Francis San Francisco on Union Square,,,never,2026-08-13
0014y00002dHycnAAC,Thirdlove,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osukAAAQ,"Thumbtack, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002vO5icAAC,Thycotic,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Delinea,,,never,2026-08-13
001a700000K4kbQAAR,Tia,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002dKF5tAAG,Tiburcio Vasquez Health Center,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002beINGAA2,Tipalti,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osoAIAAY,Tipping Point Community,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002vMkxEAAS,Torch,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Torch Leadership Labs,,,never,2026-08-13
001a7000015oQksAAE,Tower Mobility,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4MftAAF,Traceable by Harness,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Harness,,,never,2026-08-13
0014y00002jRqukAAC,Tradeshift,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001xusyyAAA,Trusted Health,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lJ22IAAS,"Tumblr, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Automattic,,,never,2026-08-13
001a7000003nk8EAAQ,U.S. Energy Foundation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002lwVp9AAE,UTR Sports,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015pik7AAA,Upwind Security,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002pC3xDAAS,"Utstarcom, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPthiAAC,"Vance Brown, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015pikEAAQ,Vannevar,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K9HfIAAV,Vanta Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002ih1WOAAY,Varo Bank,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Varo Bank, N.A.",,,never,2026-08-13
0014000001Dd8YvAAJ,Vcom Solutions,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,AppDirect,,,never,2026-08-13
001f300001yONz5AAG,Vector North America Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Vector Informatik GmbH,,,never,2026-08-13
0014000000XlmVEAAZ,Velo3D,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000276uEiAAI,"Veritas Investments, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8qJ9AAI,"Very Good Security, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lIyxMAAS,Veryon,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whbkDAAQ,Vida Health,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8uBqAAI,Vim,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f30000218CZkAAM,"Vir Biotechnology, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8VZCAA2,"Viz.ai, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001ot4qcAAA,Vungle,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Liftoff, Inc.",,,never,2026-08-13
001f300001v90G5AAI,WRNS Studio,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002vMkk4AAC,Wag! Group Co.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VAPZfAAP,Walters & Wolf Glass Company,1,"Winback, lapsed membership on the account",in-book,,,,Walters & Wolf,,,lapsed,2026-08-13
001a7000001TCmoAAG,Watershed,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000258Pm8AAE,"We Are Envoy, LLC",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Envoy,,,never,2026-08-13
0013300001lIzALAA0,Wealthfront,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002jVoRmAAK,Webflow,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002dJcywAAC,Weee!,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000Vt5koAAB,Westak Circuits,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rZbmpAAC,Whatnot,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002jRp0RAAS,Wikimedia Foundation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001ossZKAAY,Wine.com,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002ih6p1AAA,WineDirect Fulfillment,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001ot5KTAAY,"Wiser Solutions, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015oItdAAE,Woflow,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002Lwf6iAAB,WordPress VIP,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Automattic,,,never,2026-08-13
0014y00002cZTSWAA4,"Workato, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002jU0yPAAS,Workstream,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000HLajXAAT,Worldly,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4JmHAAV,Writer,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8wVyAAI,XYZ,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osp7wAAA,YMCA of Greater San Francisco,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015plLDAAY,Yassir Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4e0uAAB,Yellow.ai,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v84F6AAI,Yield Engineering Systems,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002pC2LWAA0,Yubico Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Yubico AB,,,never,2026-08-13
001f300001whfjcAAA,Yugabyte,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lIyTjAAK,Zapier,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f30000219RV9AAM,two chairs,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000R2TXeAAN,Alef Education,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,,,,never,2026-08-13
0014000000VARwQAAX,American Lock Company,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Fortune Brands Innovations,,,Fortune Brands Innovations,,,lapsed,2026-08-13
0013300001lIy2KAAS,"American Portwell Technology, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Posiflex Technology Inc.,,,Posiflex Technology Inc.,,,never,2026-08-13
0014y000025As4XAAS,AppSmart,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state North Carolina, not California",,,AppDirect,,,never,2026-08-13
0013300001qPtPWAA0,Archetype Agency LLC,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Next 15 Group plc,,,Next 15 Group plc,,,never,2026-08-13
0014y00002rOaXEAA0,Avenue Code,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: UOL - Universo Online,,,UOL - Universo Online,,,never,2026-08-13
001f300001v8iCpAAI,BETA Healthcare Group,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: BETA Risk Management Authority,,,BETA Risk Management Authority,,,never,2026-08-13
001a7000015prgnAAA,Behavior Change Institute,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state New Mexico, not California",,,Center for Social Dynamics,,,never,2026-08-13
001f300001v94KaAAI,"Blizzard B&B Internet Marketing, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Colorado, not California",,,Beyond,,,never,2026-08-13
0014000001Dd2v1AAB,BrightTALK,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Informa PLC,,,Informa PLC,,,never,2026-08-13
001f300001whgCmAAI,"Brothers Produce, Incorporated",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Texas, not California",,,GrubMarket Inc.,,,never,2026-08-13
001f300001whfcnAAA,BuildingConnected,,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: Autodesk, Inc.",,,"Autodesk, Inc.",,,never,2026-08-13
0014000000VsK8nAAF,"CAI International, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Mitsubishi HC Capital Inc.,,,Mitsubishi HC Capital Inc.,,,never,2026-08-13
0013300001lNNNyAAO,CaseBank Technologies Inc,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,Veryon,,,never,2026-08-13
0014y00002jRqlMAAS,Catholic Charities SF,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Archdiocese of San Francisco,,,Archdiocese of San Francisco,,,never,2026-08-13
0013300001lIxIaAAK,Clever Inc.,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Kahoot!,,,Kahoot!,,,never,2026-08-13
001f300001v92g8AAA,Croscill Home LLC,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state North Carolina, not California",,,"E&E Co., Ltd.",,,never,2026-08-13
001f300001v99QGAAY,Crystal Dynamics,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Embracer Group,,,Embracer Group,,,never,2026-08-13
0014y0000277W3FAAU,DNE,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,AppDirect,,,never,2026-08-13
0014y00002dLurnAAC,"Digital Turbine, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Texas, not California",,,,,,never,2026-08-13
001f300001v8dNJAAY,Divvy Homes,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Brookfield Properties,,,Brookfield Properties,,,never,2026-08-13
001a7000003nmGQAAY,Enable Benefits,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,Enable,,,never,2026-08-13
00140000013xKAEAA2,Eventbrite,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Bending Spoons,,,Bending Spoons,,,never,2026-08-13
001f300001v95NCAAY,Everwise Corporation,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state New York, not California",,,Torch Leadership Labs,,,never,2026-08-13
0014y00002rSoXPAA0,"Flightdocs II, LLC",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Florida, not California",,,Veryon,,,never,2026-08-13
001f300001v8m6xAAA,"Fyber, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Texas, not California",,,"Digital Turbine, Inc.",,,never,2026-08-13
0014y00002VNjGrAAL,Granular,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Corteva Agriscience,,,Corteva Agriscience,,,never,2026-08-13
0014y00002jSMvSAAW,Harvey Nash Inc.,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Nash Squared,,,Nash Squared,,,never,2026-08-13
0014y00002jRq4EAAS,Hotwire,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Enero Group Limited,,,Enero Group Limited,,,never,2026-08-13
001a700000L8CT5AAN,Implats,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,Impala Platinum Holdings Limited,,,never,2026-08-13
001a700000COsWoAAL,"Jerry Services, Inc",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Michigan, not California",,,Jerry,,,never,2026-08-13
0013300001loDVFAA2,"Kabam, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Netmarble Corp.,,,Netmarble Corp.,,,never,2026-08-13
0014000000VAQA6AAP,KnowledgeStorm,,"Non-viable, Georgia, Informa PLC group. Buying-group test before any contest",needs-ownership-check,possible LE buying group: Informa PLC,,,Informa PLC,,,lapsed,2026-08-13
0014000000VsKNoAAN,LoopNet,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: CoStar Group,,,CoStar Group,,,never,2026-08-13
001f300001v8WHTAA2,Lumens LLC,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Flos B&B Italia Group,,,Flos B&B Italia Group,,,never,2026-08-13
001a7000001nDohAAE,MaintainX,,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: Autodesk, Inc.",,,"Autodesk, Inc.",,,never,2026-08-13
0014y00002vMkrbAAC,"Matterport, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: CoStar Group,,,CoStar Group,,,never,2026-08-13
001f300001v8GS3AAM,Mobile Posse Inc.,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Texas, not California",,,"Digital Turbine, Inc.",,,never,2026-08-13
001a700000r6IS1AAM,MrBeast,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state North Carolina, not California",,,Beast Industries,,,never,2026-08-13
0014y0000275ISXAA2,NetLine,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Informa PLC,,,Informa PLC,,,never,2026-08-13
0014y0000259hphAAA,Nozomi Networks,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Mitsubishi Electric Corporation,,,Mitsubishi Electric Corporation,,,never,2026-08-13
0013300001osvbjAAA,Nuage Networks from Nokia,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Nokia,,,Nokia,,,never,2026-08-13
0014y00002p8ASpAAM,O A Logistics,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Georgia, not California",,,"E&E Co., Ltd.",,,never,2026-08-13
001f300001v8hILAAY,Observeit Inc.,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Massachusetts, not California",,,Proofpoint,,,never,2026-08-13
001f300001v8dsoAAA,Optoma Technology,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Coretronic Corporation,,,Coretronic Corporation,,,never,2026-08-13
0013300001osvIuAAI,"Plangrid, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: Autodesk, Inc.",,,"Autodesk, Inc.",,,never,2026-08-13
0014000000VsJopAAF,"Professional Recreation Organization, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Washington, not California",,,The Bay Club Company,,,never,2026-08-13
001a7000013gMecAAE,Proofpoint,,Tiering deferred pending scope resolution,needs-ownership-check,viability blank in SFDC,,,,,,never,2026-08-13
001a7000015ouXTAAY,PyTorch,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: The Linux Foundation,,,The Linux Foundation,,,never,2026-08-13
0013300001lIyGDAA0,Radialpoint Inc.,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,AppDirect,,,never,2026-08-13
001f300001v92VjAAI,Rahi,,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: Wesco International, Inc.",,,"Wesco International, Inc.",,,never,2026-08-13
001a7000010WcXxAAK,SF Chinese Hospital,,Tiering deferred pending scope resolution,needs-ownership-check,viability blank in SFDC,,,Chinese Hospital,,,never,2026-08-13
0014y00002pC2NGAA0,"Seatel, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Cobham Satcom,,,Cobham Satcom,,,never,2026-08-13
0014y00002rSdtpAAC,Selling Simplified Group Inc.,,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Colorado, not California",,,Foundry,,,never,2026-08-13
0014y00002pC2sdAAC,"Sender, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Arizona, not California",,,Sendoso,,,never,2026-08-13
001a7000015pt2sAAA,Softimage,,Tiering deferred pending scope resolution,needs-ownership-check,outside North America / non-CA billing,,,"Autodesk, Inc.",,,never,2026-08-13
0013300001qPvj1AAC,Sojern,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: RateGain Travel Technologies Limited,,,RateGain Travel Technologies Limited,,,never,2026-08-13
0014y00002rSmonAAC,"Springbox, Ltd.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Texas, not California",,,Prophet,,,never,2026-08-13
001f300001v8seuAAA,Storm8,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Stillfront Group,,,Stillfront Group,,,never,2026-08-13
0014y00002rO22qAAC,Striking Distance Studios,,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: KRAFTON, Inc.",,,"KRAFTON, Inc.",,,never,2026-08-13
0013300001ossfHAAQ,"TuneIn, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Stingray Group Inc.,,,Stingray Group Inc.,,,never,2026-08-13
001a7000015s2rPAAQ,Unknown Worlds Entertainment,,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: KRAFTON, Inc.",,,"KRAFTON, Inc.",,,never,2026-08-13
0014y00002rSlS2AAK,"Vector Software, Inc.",,Tiering deferred pending scope resolution,needs-ownership-check,"billing state Rhode Island, not California",,,Vector Informatik GmbH,,,never,2026-08-13
0014y00002ih7FXAAY,"Viz Media, LLC",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Shueisha Inc.,,,Shueisha Inc.,,,never,2026-08-13
001a700000L8URBAA3,Vodacom,,"South Africa, Vodafone Group Plc enterprise group. Submit as assignment error",routes-out,"Out of book, Southern Africa / Vodafone Group Plc",,,Vodafone Group Plc,,,never,2026-08-13
001a7000015pstBAAQ,Wells Capital Management,,Tiering deferred pending scope resolution,needs-ownership-check,"possible LE buying group: Allspring Global Investments Holdings, LLC",,,"Allspring Global Investments Holdings, LLC",,,never,2026-08-13
001f300001v8MHgAAM,Yale and August U.S.,,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Fortune Brands Innovations,,,Fortune Brands Innovations,,,never,2026-08-13
001f300001v8ly9AAA,"Ydesign Group, LLC",,Tiering deferred pending scope resolution,needs-ownership-check,possible LE buying group: Flos B&B Italia Group,,,Flos B&B Italia Group,,,never,2026-08-13
0014000000cLI0QAAW,"Accellion, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Kiteworks,,,lapsed,2026-08-13
001a700000K4fK7AAJ,Adeptive Software,,Tiering deferred pending scope resolution,non-viable,,,,Qualia,,,never,2026-08-13
0014y00002jRlwcAAC,"Advantest Test Solutions, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Advantest Corporation,,,never,2026-08-13
001f300001yqdRkAAI,"Altimeter Group, LLC",,Tiering deferred pending scope resolution,non-viable,,,,Prophet,,,never,2026-08-13
0013300001dwYgkAAE,Annie App,,Tiering deferred pending scope resolution,non-viable,,,,Sensor Tower,,,never,2026-08-13
0014000000VANgHAAX,"Babcock & Brown Holdings, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,BBAM,,,never,2026-08-13
001f300001v97AfAAI,Black Rock City LLC,,"Same org as Burning Man Project, merge into 001a700000LEgFFAA1",duplicate-record,,,,Burning Man Project,,,never,2026-08-13
0014y00002jRixRAAS,"Daylight Foods, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,GrubMarket Inc.,,,never,2026-08-13
001f300001whdbEAAQ,Discotheque Inc.,,Tiering deferred pending scope resolution,non-viable,,,,Culture Amp,,,never,2026-08-13
0014y00002bcjv6AAA,"Doma Holdings, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Title Resources Group,,,never,2026-08-13
001f300001v98pYAAQ,EaseCentral,,Tiering deferred pending scope resolution,non-viable,,,,Employee Navigator,,,never,2026-08-13
0014y0000275FKdAAM,"Ginger.io, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,"Headspace, Inc.",,,never,2026-08-13
0014y00002ihGtJAAU,Grant J. Hunt Company,,Tiering deferred pending scope resolution,non-viable,,,,GrubMarket Inc.,,,never,2026-08-13
0014y0000259G3AAAU,"Jsr North America Holdings, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,JSR Corporation,,,never,2026-08-13
0013300001lIxDLAA0,"Kenshoo, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Skai,,,never,2026-08-13
001f300001v970JAAQ,"Lmi, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,"Liftoff, Inc.",,,never,2026-08-13
001f300001whzRcAAI,Maxlinear,3,"Opp closed lost, no comms. Same buying group as Exar. Release requested",non-viable,,,,,,,never,2026-08-13
0014000000VAR6eAAH,McF Corporation Which Will Do Business In California As Delaware Mcf Corporat...,,Tiering deferred pending scope resolution,non-viable,,,,BRIDGE Housing Corporation,,,lapsed,2026-08-13
001f300001v8VTfAAM,"Overops, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Harness,,,never,2026-08-13
0014y00002rTRJDAA4,PROPELO INC.,,Tiering deferred pending scope resolution,non-viable,,,,Harness,,,never,2026-08-13
001f300001v8xyNAAQ,"Qordoba, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Writer,,,never,2026-08-13
0014000000VATbqAAH,San Francisco Spca Veterinary Hospital Mission,,Tiering deferred pending scope resolution,non-viable,,,,San Francisco SPCA,,,lapsed,2026-08-13
0014y0000277LNRAA2,Swinerton Incorporated,,Tiering deferred pending scope resolution,non-viable,,,,,,,never,2026-08-13
0014y00002rSjssAAC,"Swinerton Management & Consulting, Inc.",,Tiering deferred pending scope resolution,non-viable,,,,Swinerton Incorporated,,,never,2026-08-13
0014y00002jRm2zAAC,The McEvoy Group LLC,,Tiering deferred pending scope resolution,non-viable,,,,,,,never,2026-08-13
0014000000VAOvXAAX,Alameda County Water District,,Tiering deferred pending scope resolution,routes-out,Andrew Daigle (SLED),,,,,,lapsed,2026-08-13
0014000000VALtnAAH,Contra Costa Water District,,Tiering deferred pending scope resolution,routes-out,Andrew Daigle (SLED),,,,,,never,2026-08-13
0014y00002ihFn4AAE,Port of San Francisco,,Tiering deferred pending scope resolution,routes-out,Andrew Daigle (SLED),,,"City and County of San Francisco, CA",,,never,2026-08-13
