account_id,account_name,tier,tier_reason,scope_status,routed_to,industry,revenue_musd,parent_company,city,zip,membership_status,last_reviewed
001a7000001I7P3AAK,Loft Orbital,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002ih2AWAAY,Low Income Investment Fund,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000259j3uAAA,Lucidworks,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8uunAAA,Lucile Packard Foundation for Children's Health,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015owz7AAA,Luciq,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001xHYpQAAW,Luma Health,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VAS2FAAX,MBH Architects,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0014y00002pC7OhAAK,MINE,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPwvfAAC,Madison Reed,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000bRS5UAAW,Malcolm Drilling,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osrBUAAY,Marin Software,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,ESW Capital,,,never,2026-08-13
0014000000VsK8oAAF,Mattson Technology,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f3000022P5uHAAS,Maximus Real Estate Partners,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VAOSKAA5,Mazzetti,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0014y00002jRkT8AAK,McMillan Electric,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001b8Nu7AAE,"MedEvolve, LLC",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8ad0AAA,Medable,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lNQkbAAG,Medium Corporation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfvMAAQ,"Mercari, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001oszUoAAI,Messagebird USA Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Bird,,,never,2026-08-13
0014y00002ihCDEAA2,Mezzetta,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000LEgZ3AAL,Midpen Housing Corporation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000DMc0oAAD,Mindful Health Solutions,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002cbT1FAAU,"Minted, LLC",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lIxUxAAK,"Mixpanel, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfbYAAQ,MoEngage,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lNQtMAAW,Mode,,"Holdover release requested. Parent ThoughtSpot, buying-group test needed first",needs-ownership-check,,,,ThoughtSpot,,,never,2026-08-13
001f300001xut11AAA,Modern Health,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPvT0AAK,Modsquad,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015ptE5AAI,Monte Carlo,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSeePAAS,Mozilla Foundation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002vMkd6AAC,Mursion,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015poeGAAQ,Nanonets,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002WLR1sAAH,"Narvar, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8xGgAAI,Native American Health Center,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPvmGAAS,Nativo Inc,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Life360, Inc.",,,never,2026-08-13
0013300001ot5KRAAY,Nauto,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000sIxbTAAS,Nektar Therapeutics,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001loE7dAAE,Neo4j,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a70000011RonAAE,Netomi,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002jS8hFAAS,Nexsan,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,StorCentric,,,never,2026-08-13
0014000001YRIFrAAP,NextLabs,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002jRgQtAAK,Nextdoor,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lIypTAAS,"Nextroll, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4jgCAAR,Nibbi Brothers General Contractors,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0014y00002vMlJdAAK,Nimble,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015pu3sAAA,Nirvana Insurance,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osvvPAAQ,Nitro Software,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015olM6AAI,Nium,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Nium Pte. Ltd.,,,never,2026-08-13
0014y00002ebrZbAAI,North American Title,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Title Resources Group,,,never,2026-08-13
0014000000VASe9AAH,North East Medical Services,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0013300001qPrxNAAS,Northland Controls,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4jgDAAR,Notable,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPvT9AAK,Novogradac,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8i1TAAQ,Nuna Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whaibAAA,"Nylas, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002dLX7mAAG,Obsidian Security,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f3000022PeAZAA0,Octave,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Octave Health Group Inc.,,,never,2026-08-13
0014000000VsM0aAAF,"On Lok, Inc.",1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0014y00002jRfBRAA0,OnePlus,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000JpZYwAAN,Ontra,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfO3AAI,OpenSpace,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Open Space Labs, Inc.",,,never,2026-08-13
001f300001v8WXsAAM,Opportunity Junction,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015olLtAAI,OptimHire,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015s2r4AAA,Oro Labs,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v94VAAAY,"Ouster, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSmVLAA0,"PGH Wong Engineering, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000255QWTAA2,PLOS,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Public Library of Science,,,never,2026-08-13
0014y00002vNETnAAO,PQS by Innovaccer,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Innovaccer,,,never,2026-08-13
0014y0000276rkUAAQ,Pacaso,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VAStVAAX,Pacific Maritime Association,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0013300001ot08XAAQ,PagerDuty,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015s1c5AAA,Pair Team,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfizAAA,Patreon,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000003ngSrAAI,Pattern Energy,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0014y00002rSi3QAAS,Pave,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPxDcAAK,Peek,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lIyqbAAC,Penguin Computing,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Penguin Solutions,,,never,2026-08-13
001a7000015pmsmAAA,Perplexity,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4hVfAAJ,Persona,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8tmeAAA,Pet Food Express,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015oZ31AAE,Peterson Power Systems,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Peterson Holding Company,,,never,2026-08-13
0013300001osysvAAA,"Philo, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015puDYAAY,PicnicHealth,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,PicnicAI,,,never,2026-08-13
001a700000K4hVgAAJ,Pilot.com,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002dJRl6AAG,Pipefy,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002dLJpvAAG,Plaid,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osoWvAAI,"Planful, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPsx6AAC,"Planisware USA, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000Vt5XzAAJ,Planned Parenthood Northern California,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPsJOAA0,Plastikon Industries Inc,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whf5vAAA,Plume,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Plume Design, Inc.",,,never,2026-08-13
001f300001v8NYKAA2,Pocket Gems,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whcdfAAA,Point,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whev2AAA,Pony.ai,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001zumiaAAA,Pramata Corporation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v84KeAAI,"Presto Phoenix, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osyC9AAI,Prezi,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000276s9wAAA,Prime Finance,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Prime Group,,,never,2026-08-13
001a7000015pBrWAAU,ProGuard Security Services,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfC9AAI,Productboard,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002ih6ztAAA,"Prometheus Real Estate Group, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSensAAC,Prophet,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSeh2AAC,Prosper Marketplace,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000259VQDAA2,PsiQuantum,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4kaxAAB,Qualia,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000sJGQzAAO,Quantcast,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8i3bAAA,Quay,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Quay Eyeware, Inc.",,,never,2026-08-13
001a7000008YGnPAAW,Quince,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002vOx1uAAC,Qwiet,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Harness,,,never,2026-08-13
0014000000sJEZJAA4,"R.S. Hughes Company, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSh8ZAAS,RK Logistics Group,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8oaxAAA,RPX Corporation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015poe5AAA,Rad AI,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4kayAAB,"Rams, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Richmond Area Multi-Services, Inc.",,,never,2026-08-13
0013300001qPthKAAS,Real-Time Innovations (RTI),3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPvg0AAC,Recurly,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015oooHAAQ,Replit,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001lIyFDAA0,Rescale,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000001d7ZVAAY,"Retool, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4MfRAAV,Rimon PC,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8v5BAAQ,Riviera Partners,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000001XU4ZMAA1,Rocket Lawyer,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002lwaJkAAI,Roofr,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whcEIAAY,Rothy's,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000HLk7lAAD,SA Technologies Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VAM3PAAX,SFMOMA San Francisco Museum of Modern Art,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,San Francisco Museum of Modern Art,,,never,2026-08-13
0014y00002rSdGcAAK,SGH - Smart Global Holdings,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Penguin Solutions,,,never,2026-08-13
001a700000K4k9EAAR,SPG Therapy & Education,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Unison Therapy Services,,,never,2026-08-13
001a700000K4fK8AAJ,SRS Acquiom,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osxljAAA,STUDIOS Architecture,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v9758AAA,Saildrone,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rZJ83AAG,Salt Security,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8JfRAAU,"Samba Tv, Inc.",1,"Winback, lapsed membership. No opp on account, holdover release requested",in-book,,,,,,,lapsed,2026-08-13
0014000000VroEDAAZ,San Francisco Ballet,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002ih1UrAAI,San Francisco Foundation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4MfXAAV,San Francisco SPCA,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VsJUBAA3,San Francisco Symphony,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4kjQAAR,Sandbox VR,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015poe6AAA,SandboxAQ,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001loFDTAA2,Sauce Labs,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8ryMAAQ,"Scality, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8MobAAE,"Sciton, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whbjqAAA,"Scribd, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPvhMAAS,Scuba,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Behavure AI,,,never,2026-08-13
00140000014rwAPAAY,Security Engineers Inc,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000001LPLehAAH,Securonix,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015rvI4AAI,Seesaw Learning,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfCMAAY,Sendbird,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000256hx4AAA,Sendoso,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001xusywAAA,"Sense Talent Labs, Inc. (Sense)",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Sense,,,never,2026-08-13
001f300001whcREAAY,Sensor Tower,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSlYwAAK,Sentry,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPwjPAAS,Sequoia,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000VAMLrAAP,Sequoia Living,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
001a7000015ptMAAAY,Seyond,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002jRo3tAAC,Shorenstein Realty Services,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Shorenstein,,,never,2026-08-13
0014y00003OTsH8AAL,Side,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSgp9AAC,Sierra,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPsJgAAK,Sierra Circuits,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osvh5AAA,Sift,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Sift Science, Inc.",,,never,2026-08-13
0014y00002l6EeOAAU,Sigma,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Sigma Computing,,,never,2026-08-13
001f300001whfAKAAY,"Sila Nanotechnologies, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000276swLAAQ,"Silicon Valley Mechanical, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,SVM,,,never,2026-08-13
0014y00002h1V6DAAU,SingleStore,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001whfsNAAQ,Singular,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPsyDAAS,Sios Technology Corp.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015rvHvAAI,Skai,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y0000276szBAAQ,SkinSpirit Skincare Clinic and Spa,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,SkinSpirit,,,never,2026-08-13
0014y00002ih2ALAAY,"Skydio, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000LExrIAAT,Skylight,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00003QywfgAAB,Slash,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4JmmAAF,Smithrx,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Smith Health, Inc.",,,never,2026-08-13
0013300001lJ16eAAC,SnapLogic,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015oj0vAAA,Socialware,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Proofpoint,,,never,2026-08-13
001a700000K4kbCAAR,Sonatus,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001osuj4AAA,"Soundthinking, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y000032YIylAAG,Span,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"SPAN.io, Inc.",,,never,2026-08-13
0014y00002rThloAAC,Sparrow,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00003GadYMAAZ,Split (acquired by Harness),3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Harness,,,never,2026-08-13
0014000001DdFF8AAN,Sports Basement,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4MfgAAF,Spring Fertility,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPu4rAAC,Stacy Witbeck,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000001W7nOAAS,Stellar Development Foundation,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002U1EltAAF,Step,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Beast Industries,,,never,2026-08-13
0014y00002cTvTeAAK,"Strava, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002LweMaAAJ,Striim,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002pA3IDAA0,"SuSea, Inc. (dba you.com)",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,You.com,,,never,2026-08-13
0014y00002rNHWFAA4,Substack Inc.,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8NrhAAE,Sunbasket,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Intelligent Foods,,,never,2026-08-13
0014y0000276tJrAAI,Sundae,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
001a7000015onSVAAY,SuperAnnotate,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015puDSAAY,Surefox North America,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015pHAKAA2,Surge AI,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000001XU32TAAT,SurveyMonkey,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
0013300001pNDTvAAO,Swinerton Builders,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Swinerton Incorporated,,,never,2026-08-13
001a700000K4MflAAF,Swords To Plowshares,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8jkHAAQ,Sysdig,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8u7PAAQ,TEECOM,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8dbeAAA,THINK Surgical,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002vMl7bAAC,"TRM Labs, Inc.",3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPxEGAA0,Talkdesk,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v87MBAAY,Tally,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Happen Bank,,,never,2026-08-13
001a7000015pkSeAAI,TechCrunch,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a7000015oagYAAQ,Textainer,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000JDkS7AAL,Thatch,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,"Thatch Health, Inc.",,,never,2026-08-13
0014y00002pC3ObAAK,The Bay Club Company,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014y00002rSf3eAAC,The Conco Companies,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0013300001qPyEvAAK,The John Stewart Company,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4MfoAAF,The Melt,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001f300001v8yyZAAQ,The Mina Group,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
0014000000bRS5NAAW,The Olympic Club,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
001a700000K4MfqAAF,The Pill Club,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,Thirty Madison,,,never,2026-08-13
0014000000VARB1AAP,The San Francisco Aids Foundation,1,"Winback, lapsed membership on the account",in-book,,,,,,,lapsed,2026-08-13
001f300001v8tFIAAY,The Trevor Project,3,"No named contact in territory export, Power is a zero until mapped",in-book,,,,,,,never,2026-08-13
